 DÉCADA 2000-2009,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-12-250,Pulkatas,,,"México: Ciudad de México: Centro Histórico: Calle Allende, Calle República del Perú","1970, 1980 ",Documental,,"Hemerografía, testimonios videorales, grabación de campo, entrevistas",,,,
MXIM-AV-1-12-251,Culhuacán de lo rural a lo urbano,,"Agustín Rojas Vargas, Pablo Rojas Vargas, Ma. Trinidad Rojas Vargas, Gustavo Monroy Pérez, ",México: Ciudad de México: Delegación Iztapalapa: Pueblo de Culhuacán. Cerro de la Estrella : colonia El Mirador. Delegación Coyoacán. ,"1928, 1962-64, 1968, 1985 ",Documental,,"Testimonios videorales, fotografías, fotografías, entrevistas, grabación de campo","Musicalización, narración en off",,,
MXIM-AV-1-12-252,Con suerte… volveremos,,"José Silvestre Sánchez Reyes, Ma. Imelda Sánchez de la Rosa, ",México: Puebla:Huejotzingo: Santa María Teaquistenco. Ciudad de México: San Juan Pantitlán ,,Documental,,"Testimonios videorales, grabación de campo, entrevistas","Musicalización, narración en off",,,
MXIM-AV-1-12-253,"El juego de rol, vidas alternas",,"Cristóbal Álvarez (creador de juegos), Gary Gygax (fundador de los juegos de rol), Jazmín Ek Quintero (artista visual), Isaac Tlacaelel Quintero (actor), Virgilio Girón (La Liga de aventureros), Jacinto Quesnel (artista visual), Sergio Navarro (comunicador), Rodrigo torres (universitario), Israel Cruz (ingeniero robótico)",,"1938-2008, 1972-74 ",Documental,,"Testimonios videorales, documentos, grabación de campo, dibujos, entrevistas","Musicalización, narración en off, animación",,,
MXIM-AV-1-12-254,Información ¿Derecho y obligación?,,"Alejandro Encinas Rodriguez (ex jefe de gobierno de la Ciudad de México), Rafael Luna Sánchez (Coordinador del área de Psicología social, UNAM), Felipe Calderón (Presidente de México), Gerardo Meneses Díaz (investigador en el área de Pedagogía, UNAM-FES-Aragón), Adela  Micha, Joaquín López Dóriga, Javier Alatorre,  Denise Maerker, CArlos Loret de Mola, Víctor Trujillo,  Ciro Gómez Leyva, Rubén Martínez (ciudadano del DF), Jorge Rosas (ciudadano DF), Cristian Cordro (ciudadano DF), Raquel García (ciudadana DF), Asdriana Domínguez (ciudadana DF), Manuel Zapoot (ciudadano del DF), Alán Paterson (ciudadano del DF), David Gutiérrez (ciudadano DF), Manuel Resendiz (ciudadano DF), Daniel Sánchez (ciudadano DF), ","México: ciudad de México: Paseo de la Reforma, Centro histórico, zócalo, Plaza de las tres culturas, Ciudad Universitaria, Bellas Artes, Monumento a la Revolución, ",,Documental,,"Datos estadísticos, registros videográficos, testimonios videorales, publicidad, hemerografía, dibujos,  noticieros fílmicos, entrevistas","Intertítulos, musicalización, grabación de campo, narración en off, gráficos",,,
MXIM-AV-1-12-255,"Campamento 2 de octubre, nuestra casa o nuestra tumba","Obra que da testimonio de cómo, en la década de los 60´s, en pleno auge del periodo de industrialización en la capital del país, se crea una falsa expectativa, sobre todo entre las migraciones procedentes del campo: la Ciudad como opción para mejorar los niveles de vida. Es en este momento cuando la Delegación Iztacalco y otras delegaciones comienzan a poblarse. En este proceso social surge una organización de trascendencia internacional: Campamento 2 de octubre, vanguardia de lucha por uno de los derechos fundamentales de todo ciudadano: la vivienda. ","Guadalupe Orea, Adolfo López Mateos, Gustavo Torres, Ismael Landeros, Teresa Sánchez, Ma. del Rosario Martínez, Lidia Escamilla, Ricardo Benito Antonio, Francisco de la Cruz, José López Portillo, Ma. De los Ángeles Martínez, Josefina Hernández, Juana Sánchez, Pedro Luna Castro, Leonardo Muñoz, Francisco Sahagún Baca,  Jacobo Zabludovsky, Sofía Rosete, Miguel García García, Ma. de la Luz Sánchez, ","México: Ciudad de México: Terminal de autobuses  Taxqueña, Iztacalco: Campamento ""2 de octubre"": Calzada de La Viga, Tezontle y Apatlaco, Ciudad Universitaria: Facultad de Arquitectura. ","1940-1950, 1960, 4 septiembre 1962, 4 agosto 1973, 1975, 2 marzo 1981 ",Documental,,"Fotografías, hemerografía, cartografía, testimonios videorales, documentos, registros fílmicos, grabación de campo, entrevistas, pinturas","Musicalización, narración en off, conducción, gráficos",,,
MXIM-AV-1-12-256,Nemi Zapata: historia oral del movimiento zapatista en Milpa Alta,"¿por qué la gente de Milpa Alta se unió a la lucha revolucionaría iniciada en 1910? Nueve testimoniales lo explican por medio de experiencias de vida de ellos y sus familiares. Esto nos invita a internarnos en el pensamiento de estos pobladores y en su manera de concebir la tierra como poderoso rasgo de identidad, pertenencia y subsistencia.","Inocente Morales Baranda Teuctli, Emiliano Zapata, Francisco Villa, Porfirio Díaz, Cándido Roa, Noemí Mota, Gilberto Lozada, Brígido Molina, Irma Cabello, Herminia Gutiérrez, Armando Guerrero, Claudio Roa, Camilo Roa, José Roa, General Ayate, Lorenza Robles, José Medina, Francisco Roa, Simona Balanzario, Venustiano Carranza","México: Milpa Alta: Malacachtepec, Momozco, San Lorenzo Tlacoyucan, San Francisco Tecozpa, Santa Ana Tlacotenco, San Pablo Oztotepec, San Jerónimo Miacatlan, San Salvador Cuauhtenco . Ciudad de México. Morelos.","1910, 1912, 1916 ",Documental,,"Testimonios videorales, grabación de campo, entrevistas, fotografías, pinturas, ficción, registros fílmicos, documentos","Narración en off, musicalización, intertítulos, incidentales",,,
MXIM-AV-1-12-257,Antes que nos olviden,"""Antes de que nos olviden"" narra la historia de la colonia Moctezuma. Historias de vida contadas por las claras y entrañables voces de sus propios habitantes. Los recuerdos del ayer contrastan con las vivencias del presente. Los entrevistados platican anécdotas y reflexionan sobre sus recuerdos y la necesidad vital de no olvidar quiénes somos.","Elena Soto Bravo, Romás Braniff, Socorro Cárdenas, Rosa Granados, Carlos Estrada, Hernando García, Espiridión Noges, Luis Daniel Valencia,  Ambrosio Martínez, Jorge Morelos, Emilio Carranza","México: Ciudad de México: colonia Moctezuma, Aereopuerto.","1947, 1944, 1940, 1927, 28 agosto 1978, 1956, 1955, 1986 ",Documental,,"Testimonios videorales, documentos, testimonios orales, grabación de campo, fotografías,  cartografía, pinturas, entrevistas","Musicalización, narración en off",,,
MXIM-AV-1-12-258,Miradas jóvenes. Memorias de mi pueblo,"Video-documental que lleva al espectador a conocer a jóvenes que miran y observan; que cuentan historias sin palabras; que describen recuerdos de infancias y hacen un reconocimiento al esfuerzo de aquellos abuelos que, a través del trabajo y el compromiso, hicieron historia en su natal Santa Cecilia Tepetlapa.","María Berrocal, Juan Acosta, José Acosta Berrocal, Pechi y Lupe, Nieves Soriano,  Maribel Amaya,  Javier Amaya, Eugenio Amaya, María Ibarra,  Antonio Bastida, Josefina Arenas, Nicolás Balderas,  Modesto Amaya",México: Xochimilco: Santa Cecilia Tepetlapa,1935,Documental,,"Testimonios orales, testimonios videorales, fotografías, grabación de campo, entrevistas, pinturas","Narración en off, musicalización, intertítulos, incidentales",,,
MXIM-AV-1-12-259,Les glaneurs et la glaneuse,"Un peu partout en France, Agnès a rencontré des glaneurs et glaneuses, récupéreurs, ramasseurs et trouvailleurs. Par nécessité, hasard ou choix, ils sont en cooontact avec les restes des autres. Leur univers est surprenant. On est loin des glaneuses d´autrefois qui ramassaient les épis de blé aprés la moisson. Patates, pommes et autres nourritures jetées, objets sans maitre et pendule sanns aiguilles, c´est la glanure de notre temps.",,Francia: Paso de Calais: Arras. París.,,Documental,,"Documentos, testimnios videorales, pinturas, registros filmicos, testimonios orales, grabación de campo, fotografías, entrevistas","Narración en off, musicalización, conducción",,,
MXIM-AV-1-12-260,Les glaneurs et la glaneuse: Deux ans après,"C´EST CE QUI  EST ARRIVÉ APRÉS LA SORTIE DU FILM LES GLANEURS et LA GLANEUSE.  Ce que sont devenus ceux rencontrés et filmés en 2000. (les spectateurs auront surement plaisir à les retrouver) Les effets du film. Les courriers recus par Agnès et comment elle a réagi. Les nouvelles rencontres dont des glaneurs originaux. Et, encore, des patates-coeurs.","Agnès Varda, Eric Genty y Nicolás Rousseau, Delphine y Philippe, Alain F., Macha Makeïeff, Michel Jeannès, Francois L., Josette y Roger,  Jean Laplanche,",Francia: Paris. Trentemoult. Beaune.,,Documental,,"Fotografías, testimonios orales, registros fílmicos, grabación de campo, testimonios videorales, hemerografía, dibujos, entrevistas","Narración en off, intertítulos",,,
MXIM-AV-1-12-261,El milagro mexicano,A cuarenta años del 68 un extenso recuento del movimiento que marcó al país y sentó las bases de muchos cambios de la sociedad mexicana. (sinopsis en el anverso de la caja),"José Agustín (escritor), Gustavo Díaz Ordaz (presidente de México, 1964-1970), Fernando Solana (Secretario General de la UNAM, 1966-1970), Martin Luther King (pastor estadounidense), John F. Kennedy (presidente de EU, 1961-1963), Alfredo Joskowicz (cineasta mexicano), Margarita Suzán (CNH-Facultad de Ciencias Políticas y Sociales, UNAM), Elisa Ramírez (Facultad de Ciencias Políticas y Sociales, UNAM), Jesús Martín del Campo (Preparatoria 7, UNAM), Fausto Trejo (Coalición de profesores, Director del Depto. de Orientación Vocacional, IPN), Arturo  Martínez Nateras (Dirigente de la CENET), Lucy Castillo (Escuela de Veterinaria, UNAM), Raúl Álvarez Garín (CNH-Escuela Superior de Física y Matemáticas, IPN), Gilberto Guevara Niebla (CNH-Facultad de Ciencias, UNAM), Marcelino Perelló (CNH-Facultad de Ciencias, UNAM), Carlos Ancira Negrete (actor mexicano), Paco Ignacio Taibo II (Facultad de Ciencias Políticas y Sociales, UNAM), Ernesto ""Che"" Guevara (lider revolucionario de Cuba), Luis Tomás Cervantes Cabeza de Vaca (CNH-Escuela Nacional de Agricultura de Chapingo), Fidel Castro (lider revolucionario cubano), Luis González de Alba (CNH-Facultad de Filosofía y Letras, UNAM), Gustavo Sáinz (novelista mexicano),  CArlos Monsiváis (Asamblea de Artistas e Intelectuales), David Huerta (Preparatoria 5, UNAM), José Woldenberg (sociólogo),  Jorge Pérez Vega (Escuela Nacional de Artes Plásticas, UNAM),  Jorge de la Vega (Negociador designado por Gustavo Díaz Ordaz), Humberto Musacchio (Facultad de Economía, UNAM), Artuto Martínez Nateras (Dirigente de la CENET), Roberto Escudero (CNH-Facultad de Filosofía y Letras, UNAM), Javier Barros Sierra (Rector de la UNAM, 1966-1968), Sócrates Campos Lemus (CNH-Escuela Superior de Economía, IPN), Salvador Martínez della Rocca ""El Pino"" (CNH-Facultad de Ciencias, UNAM)","México: Ciudad de México: Reforma (Ángel de la Independencia), Plaza de la Constitución, Ciudad Universitaria, Multifamiliar Benito Juárez. Francia: París. República Checa: Praga.  Estados Unidos. Vietnam.","1964, 1 agosto 1968 (Primera manifestación encabezada por el Rector Javier Barros Sierra), 13 de agosto (manifestación en el zócalo) ",Documental,Histórico,"Testimonios videorales, fotografías, registros fílmicos, hemerografía, grabación de campo, entrevistas, ficción","Musicalización, incidentales, gráficos, intertítulos",,,
MXIM-AV-1-12-262,Viva la discrepancia,"Una reflexión sobre las grandes manifestaciones del movimiento estudiantil, cuyas principales propuestas inundaron las calles e iniciaron el cambio del país rumbo a la democracia. (Sinopsis en el anverso de la caja)","Marcelino Perelló (CNH-Facultad de Ciencias, UNAM), Raúl Álvarez Garin (CNH-Escuela Superior de física y Matemáticas, IPN), Luis Tomás Cervantes Cabeza de Vaca (CNH-Escuela Nacional de Agricultura de Chapingo), Roberto Escudero (CNH-Facultad de Filosofía y Letras, UNAM), Jesús Martín del CAmpo (Preparatoria 7, UNAM), Margarita Suzán (CNH-Facultad de Ciencias Políticas y Sociales, UNAM),   Luis González de Alba (CNH-Facultad de Filosofía y Letras, UNAM), Gilberto Guevara Niebla (CNH-Facultad de Ciencias, UNAM), Luis Cueto Ramírez (jefe de la policía preventiva DF),  Raúl Mendiolea Cerecero (jefe policiaco),  Carlos Monsiváis (Asamblea de Artistas e Intelectuales), Paco Ignacio Taibo II (Facultad de Ciencias Políticas y Sociales, UNAM), Sócrates Campos Lemus (CNH-Escuela Superior de Economía, IPN), Arturo Martínez Nateras (Dirigente de la CENET), José Agustín (escritor), David Huerta (Preparatoria 5, UNAM), Ana Ignacia Rodríguez ""Nacha"" (CNH-Facultad de Derecho, UNAM), Elisa Ramírez (Facultad de Ciencias Políticas y Sociales, UNAM), Fausto Trejo (Coalición de profesores, Director del Depto. de Orientación Vocacional, IPN),  Lucy Castillo (Escuela de Veterinaria, UNAM), Gilberto Guevara Niebla (CNH-Facultad de Ciencias, UNAM),  Salvador Martínez della Rocca ""El Pino"" (CNH-Facultad de Ciencias, UNAM), ","México: Ciudad de México: Ciudad Universitaria, Reforma, Plaza de la Constitución.","1952 (Represión a electricistas), 13 agosto (toma del zócalo), 27-28 agosto (la gran manifestación y el desagravio), 1 septiembre 1968 (informa de gobiero de Díaz Ordaz)",Documental,Histórico,"Testimonios videorales, fotografías, registros fílmicos, noticieros fílmicos, hemerografía, entrevistas","Musicalización, gráficos",,,
